"Ausprägung","Jahr","Raumbezug","Mobilitätsziffer","außerstädtisch_Zugezogene","innerstädtisch_Zugezogene","außerstädtisch_Weggezogene","innerstädtisch_Weggezogene","mittlere_Hauptwohnsitzbevölkerung","BezirksID","Gesamtwegzug","Gesamtzuzug"
"deutsch",2024,"Stadt München",177.6,39313,55560,46797,55560,1110801.6,26,102357,94873
"deutsch",2024,"Altstadt",224.3,811,885,768,1024,15549.8,1,1792,1696
"deutsch",2024,"Ludwigsvorstadt",247.7,2011,2362,1983,2741,36723.8,2,4724,4373
"deutsch",2024,"Maxvorstadt",275.2,2493,2656,2286,3091,38247.8,3,5377,5149
"deutsch",2024,"Schwabing-West",215,2383,3057,2480,3225,51843.7,4,5705,5440
"deutsch",2024,"Haidhausen",190.3,1963,2583,1991,2696,48527.4,5,4687,4546
"deutsch",2024,"Sendling",196,1092,1692,1256,1730,29435.8,6,2986,2784
"deutsch",2024,"Sendling-Westpark",176.1,1450,2081,1865,2105,42584.6,7,3970,3531
"deutsch",2024,"Schwanthalerhöhe",200.3,764,1089,869,1173,19441,8,2042,1853
"deutsch",2024,"Neuhausen",191.4,2883,4252,2994,4112,74400.5,9,7106,7135
"deutsch",2024,"Moosach",156.7,1031,1512,1487,1714,36661,10,3201,2543
"deutsch",2024,"Milbertshofen",175,1576,1876,1907,2271,43590.2,11,4178,3452
"deutsch",2024,"Schwabing",199.2,2348,2695,2574,3012,53356.8,12,5586,5043
"deutsch",2024,"Bogenhausen",156.6,2100,2896,2699,2889,67605.8,13,5588,4996
"deutsch",2024,"Berg am Laim",151.5,853,1263,1223,1314,30716.9,14,2537,2116
"deutsch",2024,"Trudering",141.5,1521,2265,2193,2058,56813.8,15,4251,3786
"deutsch",2024,"Ramersdorf",141.1,1969,3006,2791,3062,76727.3,16,5853,4975
"deutsch",2024,"Obergiesing",188.1,1369,1939,1701,1846,36437.3,17,3547,3308
"deutsch",2024,"Untergiesing",184.2,1348,2199,1843,2007,40166.1,18,3850,3547
"deutsch",2024,"Thalkirchen",169.5,2311,3628,2843,3214,70781.8,19,6057,5939
"deutsch",2024,"Hadern",142.8,904,1415,1336,1379,35263.3,20,2715,2319
"deutsch",2024,"Pasing",158.6,1830,2766,2239,2661,59879.8,21,4900,4596
"deutsch",2024,"Aubing",163.7,1183,2461,1456,1340,39350.8,22,2796,3644
"deutsch",2024,"Allach",154,712,1249,950,1161,26445.6,23,2111,1961
"deutsch",2024,"Feldmoching",141.7,1012,1782,1375,1670,41212.1,24,3045,2794
"deutsch",2024,"Laim",181.9,1396,1951,1688,2065,39039,25,3753,3347
"deutsch",2023,"Stadt München",180.6,39710,56716,47371,56716,1110069.2,26,104087,96426
"deutsch",2023,"Altstadt",231.2,844,985,723,1035,15515.9,1,1758,1829
"deutsch",2023,"Ludwigsvorstadt",245,1978,2285,1924,2802,36686.5,2,4726,4263
"deutsch",2023,"Maxvorstadt",274.2,2461,2576,2247,3176,38152.2,3,5423,5037
"deutsch",2023,"Schwabing-West",212.3,2292,2988,2437,3308,51927,4,5745,5280
"deutsch",2023,"Haidhausen",212.8,2071,2991,2191,2983,48104.1,5,5174,5062
"deutsch",2023,"Sendling",199,1053,1625,1318,1871,29480.3,6,3189,2678
"deutsch",2023,"Sendling-Westpark",175.5,1567,2092,1721,2115,42716.7,7,3836,3659
"deutsch",2023,"Schwanthalerhöhe",207.1,752,1112,896,1286,19533.2,8,2182,1864
"deutsch",2023,"Neuhausen",193.8,2634,4218,3139,4350,73999.8,9,7489,6852
"deutsch",2023,"Moosach",154.6,1057,1639,1312,1687,36826.8,10,2999,2696
"deutsch",2023,"Milbertshofen",179.3,1593,1995,1887,2358,43697.7,11,4245,3588
"deutsch",2023,"Schwabing",202.4,2422,2812,2490,3118,53568.2,12,5608,5234
"deutsch",2023,"Bogenhausen",155.3,2033,2767,2907,2848,67985.8,13,5755,4800
"deutsch",2023,"Berg am Laim",154.2,859,1320,1245,1338,30878.6,14,2583,2179
"deutsch",2023,"Trudering",142.9,1453,2314,2334,2044,56981.9,15,4378,3767
"deutsch",2023,"Ramersdorf",149.4,2269,3248,2864,3087,76773.2,16,5951,5517
"deutsch",2023,"Obergiesing",201.1,1434,2153,1765,1956,36342.8,17,3721,3587
"deutsch",2023,"Untergiesing",188.3,1431,2299,1791,2058,40258.4,18,3849,3730
"deutsch",2023,"Thalkirchen",169.4,2285,3563,2989,3127,70612.2,19,6116,5848
"deutsch",2023,"Hadern",153.4,1035,1593,1361,1440,35385.7,20,2801,2628
"deutsch",2023,"Pasing",169.6,1870,3129,2363,2795,59885.4,21,5158,4999
"deutsch",2023,"Aubing",170.4,1347,2318,1517,1277,37904.7,22,2794,3665
"deutsch",2023,"Allach",142.2,694,1173,935,961,26463.7,23,1896,1867
"deutsch",2023,"Feldmoching",135.6,961,1654,1401,1575,41232.8,24,2976,2615
"deutsch",2023,"Laim",176.7,1315,1867,1614,2121,39156,25,3735,3182
"deutsch",2022,"Stadt München",189.5,40141,59334,51656,59334,1110787.8,26,110990,99475
"deutsch",2022,"Altstadt",229.3,766,896,801,1083,15465.1,1,1884,1662
"deutsch",2022,"Ludwigsvorstadt",271.2,2156,2551,2203,3059,36761.3,2,5262,4707
"deutsch",2022,"Maxvorstadt",289.7,2556,2673,2480,3316,38055.9,3,5796,5229
"deutsch",2022,"Schwabing-West",221.5,2414,2983,2707,3450,52172,4,6157,5397
"deutsch",2022,"Haidhausen",221.4,2036,3174,2359,3033,47886.8,5,5392,5210
"deutsch",2022,"Sendling",210,1108,1788,1558,1781,29694.8,6,3339,2896
"deutsch",2022,"Sendling-Westpark",189.9,1553,2295,1914,2329,42603.3,7,4243,3848
"deutsch",2022,"Schwanthalerhöhe",215.2,804,1154,942,1322,19623.3,8,2264,1958
"deutsch",2022,"Neuhausen",200.6,2684,4256,3475,4495,74321.8,9,7970,6940
"deutsch",2022,"Moosach",175.4,1150,1885,1546,1861,36723.3,10,3407,3035
"deutsch",2022,"Milbertshofen",193.4,1686,2193,2124,2477,43850,11,4601,3879
"deutsch",2022,"Schwabing",206.4,2276,2765,2732,3331,53801.9,12,6063,5041
"deutsch",2022,"Bogenhausen",159.1,2045,2961,2997,2899,68511.6,13,5896,5006
"deutsch",2022,"Berg am Laim",165.4,826,1438,1386,1480,31011.5,14,2866,2264
"deutsch",2022,"Trudering",148.6,1478,2489,2360,2151,57034.7,15,4511,3967
"deutsch",2022,"Ramersdorf",150.9,2097,3249,3054,3195,76854.3,16,6249,5346
"deutsch",2022,"Obergiesing",210.4,1404,2081,2022,2187,36564.5,17,4209,3485
"deutsch",2022,"Untergiesing",198.4,1528,2429,1894,2138,40274.8,18,4032,3957
"deutsch",2022,"Thalkirchen",176.2,2280,3589,3388,3203,70726.8,19,6591,5869
"deutsch",2022,"Hadern",152.4,900,1676,1334,1507,35554.5,20,2841,2576
"deutsch",2022,"Pasing",179.9,1943,3445,2513,2800,59474.3,21,5313,5388
"deutsch",2022,"Aubing",177.1,1324,2285,1503,1355,36518.5,22,2858,3609
"deutsch",2022,"Allach",155.5,734,1372,1048,947,26377.8,23,1995,2106
"deutsch",2022,"Feldmoching",138.6,922,1654,1475,1692,41442.3,24,3167,2576
"deutsch",2022,"Laim",192.7,1471,2053,1841,2243,39482.8,25,4084,3524
"deutsch",2021,"Stadt München",212.7,42088,68848,57125,68848,1113996.3,26,125973,110936
"deutsch",2021,"Altstadt",293.1,872,1277,1044,1374,15579.8,1,2418,2149
"deutsch",2021,"Ludwigsvorstadt",306.8,2209,3110,2518,3501,36957.3,2,6019,5319
"deutsch",2021,"Maxvorstadt",332.6,2779,3226,2728,4000,38283.5,3,6728,6005
"deutsch",2021,"Schwabing-West",263.4,2489,3880,3061,4432,52619.7,4,7493,6369
"deutsch",2021,"Haidhausen",258.2,2184,3652,2782,3667,47570.3,5,6449,5836
"deutsch",2021,"Sendling",246.6,1223,2163,1712,2256,29816.9,6,3968,3386
"deutsch",2021,"Sendling-Westpark",203.5,1520,2548,2100,2506,42618.7,7,4606,4068
"deutsch",2021,"Schwanthalerhöhe",248.9,801,1454,1084,1594,19816.8,8,2678,2255
"deutsch",2021,"Neuhausen",224.8,2790,4954,3804,5269,74797.3,9,9073,7744
"deutsch",2021,"Moosach",191,1246,1893,1740,2198,37053.5,10,3938,3139
"deutsch",2021,"Milbertshofen",210.9,1726,2244,2464,2899,44262.4,11,5363,3970
"deutsch",2021,"Schwabing",231.6,2295,3223,3264,3827,54443.3,12,7091,5518
"deutsch",2021,"Bogenhausen",188.7,2345,3841,3198,3608,68861.4,13,6806,6186
"deutsch",2021,"Berg am Laim",185.7,944,1604,1544,1720,31302.1,14,3264,2548
"deutsch",2021,"Trudering",168.1,1646,3049,2500,2391,57034.1,15,4891,4695
"deutsch",2021,"Ramersdorf",166.2,2201,3642,3397,3581,77158.4,16,6978,5843
"deutsch",2021,"Obergiesing",227.8,1529,2322,2155,2405,36928.5,17,4560,3851
"deutsch",2021,"Untergiesing",221.8,1472,2822,2152,2462,40167.1,18,4614,4294
"deutsch",2021,"Thalkirchen",190.4,2313,4178,3471,3558,71020.9,19,7029,6491
"deutsch",2021,"Hadern",172.4,1025,1854,1564,1698,35628.2,20,3262,2879
"deutsch",2021,"Pasing",195.1,2114,3765,2642,3000,59053.3,21,5642,5879
"deutsch",2021,"Aubing",167.5,1096,2102,1477,1308,35728.5,22,2785,3198
"deutsch",2021,"Allach",176.7,757,1735,1008,1075,25888.4,23,2083,2492
"deutsch",2021,"Feldmoching",155,1036,1960,1555,1892,41580.6,24,3447,2996
"deutsch",2021,"Laim",216.3,1476,2350,2161,2627,39825.5,25,4788,3826
"deutsch",2020,"Stadt München",196.1,40324,64408,49708,64408,1115782.6,26,114116,104732
"deutsch",2020,"Altstadt",242.9,797,1063,799,1154,15696.5,1,1953,1860
"deutsch",2020,"Ludwigsvorstadt",268.1,1986,2657,2084,3229,37130.1,2,5313,4643
"deutsch",2020,"Maxvorstadt",299.5,2425,2943,2453,3705,38478.5,3,6158,5368
"deutsch",2020,"Schwabing-West",234.7,2385,3506,2599,3973,53093.3,4,6572,5891
"deutsch",2020,"Haidhausen",239.3,2108,3567,2215,3432,47318.7,5,5647,5675
"deutsch",2020,"Sendling",221.2,1136,1912,1480,2096,29945,6,3576,3048
"deutsch",2020,"Sendling-Westpark",186.4,1387,2372,1810,2385,42675.5,7,4195,3759
"deutsch",2020,"Schwanthalerhöhe",224.4,824,1227,965,1455,19921.3,8,2420,2051
"deutsch",2020,"Neuhausen",211.6,2764,4713,3447,5006,75297.8,9,8453,7477
"deutsch",2020,"Moosach",190.5,1234,2131,1637,2077,37160.8,10,3714,3365
"deutsch",2020,"Milbertshofen",198.3,1676,2297,2093,2830,44851.8,11,4923,3973
"deutsch",2020,"Schwabing",213.7,2484,3001,2728,3579,55171.5,12,6307,5485
"deutsch",2020,"Bogenhausen",190.3,2326,4493,2712,3450,68223.3,13,6162,6819
"deutsch",2020,"Berg am Laim",168,906,1485,1255,1668,31623.1,14,2923,2391
"deutsch",2020,"Trudering",156.9,1618,2814,2264,2164,56467.4,15,4428,4432
"deutsch",2020,"Ramersdorf",151,2064,3452,2946,3242,77506.8,16,6188,5516
"deutsch",2020,"Obergiesing",208.3,1409,2101,1923,2335,37294.8,17,4258,3510
"deutsch",2020,"Untergiesing",206,1462,2517,1851,2476,40319.8,18,4327,3979
"deutsch",2020,"Thalkirchen",184.2,2365,4173,3100,3383,70680.3,19,6483,6538
"deutsch",2020,"Hadern",153.6,1011,1518,1381,1618,35994.1,20,2999,2529
"deutsch",2020,"Pasing",177.6,1962,3282,2416,2708,58378.5,21,5124,5244
"deutsch",2020,"Aubing",161.4,1034,1980,1356,1258,34870.7,22,2614,3014
"deutsch",2020,"Allach",148.6,646,1203,996,966,25648,23,1962,1849
"deutsch",2020,"Feldmoching",144,918,1874,1404,1810,41697.3,24,3214,2792
"deutsch",2020,"Laim",191.6,1397,2127,1794,2409,40337.8,25,4203,3524
"deutsch",2019,"Stadt München",192.7,42953,61601,48016,61601,1111660.1,26,109617,104554
"deutsch",2019,"Altstadt",255.7,865,1038,860,1224,15591.4,1,2084,1903
"deutsch",2019,"Ludwigsvorstadt",267.1,2219,2565,1958,3166,37090.2,2,5124,4784
"deutsch",2019,"Maxvorstadt",290.1,2657,2752,2309,3434,38439.8,3,5743,5409
"deutsch",2019,"Schwabing-West",223,2471,3302,2418,3641,53052.9,4,6059,5773
"deutsch",2019,"Haidhausen",217.2,1982,2933,2222,3083,47053.3,5,5305,4915
"deutsch",2019,"Sendling",211.8,1206,1787,1347,2005,29954.3,6,3352,2993
"deutsch",2019,"Sendling-Westpark",186.7,1561,2317,1772,2289,42513.5,7,4061,3878
"deutsch",2019,"Schwanthalerhöhe",223.1,912,1228,923,1373,19885.8,8,2296,2140
"deutsch",2019,"Neuhausen",209.3,3022,4639,3298,4750,75055.3,9,8048,7661
"deutsch",2019,"Moosach",174.8,1243,1854,1525,1880,37205.4,10,3405,3097
"deutsch",2019,"Milbertshofen",206.4,1977,2492,1996,2771,44746.3,11,4767,4469
"deutsch",2019,"Schwabing",210.4,2544,3052,2653,3357,55154.6,12,6010,5596
"deutsch",2019,"Bogenhausen",184.9,2480,3962,2727,3216,66972.8,13,5943,6442
"deutsch",2019,"Berg am Laim",181.8,1066,1731,1405,1521,31483.3,14,2926,2797
"deutsch",2019,"Trudering",151.3,1538,2477,2251,2249,56290,15,4500,4015
"deutsch",2019,"Ramersdorf",151.5,2315,3369,2805,3188,77091.8,16,5993,5684
"deutsch",2019,"Obergiesing",203.9,1529,2086,1860,2156,37422.7,17,4016,3615
"deutsch",2019,"Untergiesing",201.1,1530,2395,1818,2350,40245,18,4168,3925
"deutsch",2019,"Thalkirchen",180.4,2463,3852,2985,3384,70298.1,19,6369,6315
"deutsch",2019,"Hadern",147.4,1029,1477,1346,1481,36175.5,20,2827,2506
"deutsch",2019,"Pasing",175.5,1919,3251,2300,2657,57717.8,21,4957,5170
"deutsch",2019,"Aubing",156.8,1055,1706,1343,1299,34449.8,22,2642,2761
"deutsch",2019,"Allach",157.2,768,1387,861,1008,25599.3,23,1869,2155
"deutsch",2019,"Feldmoching",143,1032,1780,1339,1814,41712.8,24,3153,2812
"deutsch",2019,"Laim",191,1566,2167,1694,2300,40458.5,25,3994,3733
"deutsch",2018,"Stadt München",195.6,45300,59568,51859,59568,1105692.5,26,111427,104868
"deutsch",2018,"Altstadt",247,953,969,858,1042,15475.6,1,1900,1922
"deutsch",2018,"Ludwigsvorstadt",275.3,2362,2518,2271,2996,36863.3,2,5267,4880
"deutsch",2018,"Maxvorstadt",302.9,2677,2832,2591,3475,38217.1,3,6066,5509
"deutsch",2018,"Schwabing-West",226.2,2678,3016,2665,3609,52911,4,6274,5694
"deutsch",2018,"Haidhausen",225,2211,2807,2436,3071,46784.1,5,5507,5018
"deutsch",2018,"Sendling",220.1,1325,1809,1512,1943,29931.5,6,3455,3134
"deutsch",2018,"Sendling-Westpark",182.2,1548,2059,1944,2188,42464.2,7,4132,3607
"deutsch",2018,"Schwanthalerhöhe",230.3,934,1225,1026,1362,19742.3,8,2388,2159
"deutsch",2018,"Neuhausen",208.9,3243,4265,3566,4495,74538,9,8061,7508
"deutsch",2018,"Moosach",172.9,1279,1807,1530,1801,37123.7,10,3331,3086
"deutsch",2018,"Milbertshofen",204.2,2091,2049,2176,2751,44395.4,11,4927,4140
"deutsch",2018,"Schwabing",226.8,2800,3452,2798,3345,54658.1,12,6143,6252
"deutsch",2018,"Bogenhausen",182.5,2545,3611,2797,3081,65940.4,13,5878,6156
"deutsch",2018,"Berg am Laim",170.8,1032,1500,1367,1453,31338.5,14,2820,2532
"deutsch",2018,"Trudering",150,1649,2471,2198,2084,56027.8,15,4282,4120
"deutsch",2018,"Ramersdorf",157.1,2245,3645,2916,3230,76611.5,16,6146,5890
"deutsch",2018,"Obergiesing",219.2,1743,2179,2151,2111,37327.8,17,4262,3922
"deutsch",2018,"Untergiesing",202,1665,2321,1991,2160,40278.2,18,4151,3986
"deutsch",2018,"Thalkirchen",185.3,2619,3798,3242,3317,70034.9,19,6559,6417
"deutsch",2018,"Hadern",154.9,1083,1573,1479,1493,36324.3,20,2972,2656
"deutsch",2018,"Pasing",173.7,2001,2865,2543,2567,57420.4,21,5110,4866
"deutsch",2018,"Aubing",159.7,1167,1681,1417,1162,33974.4,22,2579,2848
"deutsch",2018,"Allach",161.1,721,1315,1038,974,25132.1,23,2012,2036
"deutsch",2018,"Feldmoching",142.8,1120,1756,1458,1619,41702.3,24,3077,2876
"deutsch",2018,"Laim",191.8,1608,2037,1889,2230,40475.8,25,4119,3645
"deutsch",2017,"Stadt München",197.2,43769,59881,54782,59881,1106840.3,26,114663,103650
"deutsch",2017,"Altstadt",249.7,827,981,923,1149,15536.9,1,2072,1808
"deutsch",2017,"Ludwigsvorstadt",276,2299,2474,2390,3042,36978.3,2,5432,4773
"deutsch",2017,"Maxvorstadt",293.4,2594,2683,2730,3294,38520.9,3,6024,5277
"deutsch",2017,"Schwabing-West",232.5,2651,3201,2970,3540,53173.4,4,6510,5852
"deutsch",2017,"Haidhausen",234.5,2212,3030,2505,3237,46844,5,5742,5242
"deutsch",2017,"Sendling",224.3,1314,1877,1681,1840,29917.8,6,3521,3191
"deutsch",2017,"Sendling-Westpark",193.1,1593,2507,1900,2199,42452.1,7,4099,4100
"deutsch",2017,"Schwanthalerhöhe",225.4,861,1181,1084,1335,19793.8,8,2419,2042
"deutsch",2017,"Neuhausen",201.1,2968,4113,3679,4255,74663.7,9,7934,7081
"deutsch",2017,"Moosach",180.2,1249,1845,1692,1915,37193.9,10,3607,3094
"deutsch",2017,"Milbertshofen",206.5,1944,2199,2334,2793,44894,11,5127,4143
"deutsch",2017,"Schwabing",231.2,2750,3462,2983,3335,54192.3,12,6318,6212
"deutsch",2017,"Bogenhausen",176.5,2318,3156,3105,3011,65676.8,13,6116,5474
"deutsch",2017,"Berg am Laim",181.6,1049,1649,1459,1529,31307.3,14,2988,2698
"deutsch",2017,"Trudering",161.9,1580,2932,2425,2073,55649.4,15,4498,4512
"deutsch",2017,"Ramersdorf",169.2,2499,3943,3147,3303,76204.4,16,6450,6442
"deutsch",2017,"Obergiesing",212.5,1619,2049,2029,2270,37492.1,17,4299,3668
"deutsch",2017,"Untergiesing",208.3,1599,2387,2166,2285,40502,18,4451,3986
"deutsch",2017,"Thalkirchen",177.6,2564,3430,3221,3247,70185.9,19,6468,5994
"deutsch",2017,"Hadern",157.3,1105,1509,1565,1579,36598.8,20,3144,2614
"deutsch",2017,"Pasing",171.2,1879,2700,2653,2630,57603.9,21,5283,4579
"deutsch",2017,"Aubing",153.6,982,1563,1489,1146,33728.8,22,2635,2545
"deutsch",2017,"Allach",148.9,643,1168,1036,905,25191.2,23,1941,1811
"deutsch",2017,"Feldmoching",146.4,1032,1741,1666,1682,41813.1,24,3348,2773
"deutsch",2017,"Laim",195.6,1636,2098,1950,2280,40725.5,25,4230,3734
"deutsch",2016,"Stadt München",198.3,45033,61643,50650,61643,1103955.6,26,112293,106676
"deutsch",2016,"Altstadt",257.1,924,1050,823,1212,15595.1,1,2035,1974
"deutsch",2016,"Ludwigsvorstadt",273.7,2309,2536,2102,3169,36964.7,2,5271,4845
"deutsch",2016,"Maxvorstadt",296.4,2726,2656,2499,3573,38642.3,3,6072,5382
"deutsch",2016,"Schwabing-West",235.1,2766,3451,2592,3626,52891.4,4,6218,6217
"deutsch",2016,"Haidhausen",223.3,2055,2869,2338,3163,46695.4,5,5501,4924
"deutsch",2016,"Sendling",221.7,1294,1916,1449,1952,29820.7,6,3401,3210
"deutsch",2016,"Sendling-Westpark",205.1,1754,2585,1926,2357,42030.9,7,4283,4339
"deutsch",2016,"Schwanthalerhöhe",238.9,950,1234,1050,1494,19786.6,8,2544,2184
"deutsch",2016,"Neuhausen",212.6,3169,4507,3437,4715,74457.1,9,8152,7676
"deutsch",2016,"Moosach",178.6,1281,1913,1526,1926,37219.3,10,3452,3194
"deutsch",2016,"Milbertshofen",207.3,2006,2297,2224,2796,44971.6,11,5020,4303
"deutsch",2016,"Schwabing",235.6,2900,3765,2605,3333,53504.2,12,5938,6665
"deutsch",2016,"Bogenhausen",173.9,2292,3172,2809,3149,65675.3,13,5958,5464
"deutsch",2016,"Berg am Laim",186,1077,1743,1388,1576,31094.5,14,2964,2820
"deutsch",2016,"Trudering",151.7,1607,2484,2219,2056,55152.9,15,4275,4091
"deutsch",2016,"Ramersdorf",153.9,2374,3249,3006,3003,75591.6,16,6009,5623
"deutsch",2016,"Obergiesing",209,1566,2172,1950,2160,37544.1,17,4110,3738
"deutsch",2016,"Untergiesing",215.7,1682,2613,1967,2481,40526.2,18,4448,4295
"deutsch",2016,"Thalkirchen",177.2,2453,3571,3124,3277,70112.7,19,6401,6024
"deutsch",2016,"Hadern",163.1,1106,1699,1520,1700,36932.8,20,3220,2805
"deutsch",2016,"Pasing",178.6,2090,3154,2419,2606,57512.8,21,5025,5244
"deutsch",2016,"Aubing",153.7,1065,1649,1233,1186,33392.8,22,2419,2714
"deutsch",2016,"Allach",156.2,707,1214,1049,961,25172.7,23,2010,1921
"deutsch",2016,"Feldmoching",148.1,1118,1843,1539,1716,41979.2,24,3255,2961
"deutsch",2016,"Laim",199.9,1761,2301,1838,2232,40689,25,4070,4062
"deutsch",2015,"Stadt München",205.9,47085,65030,49263,65030,1099356.5,26,114293,112115
"deutsch",2015,"Altstadt",251.9,918,1018,761,1203,15482.8,1,1964,1936
"deutsch",2015,"Ludwigsvorstadt",303.6,2551,3087,2113,3365,36614.1,2,5478,5638
"deutsch",2015,"Maxvorstadt",309.2,2824,2963,2481,3755,38883.3,3,6236,5787
"deutsch",2015,"Schwabing-West",247.4,2769,3837,2499,3869,52450.7,4,6368,6606
"deutsch",2015,"Haidhausen",232.2,2259,3027,2240,3311,46664.1,5,5551,5286
"deutsch",2015,"Sendling",225.6,1341,1926,1378,2046,29664.5,6,3424,3267
"deutsch",2015,"Sendling-Westpark",211.4,1844,2754,1852,2313,41455.3,7,4165,4598
"deutsch",2015,"Schwanthalerhöhe",246.2,977,1346,982,1579,19840.8,8,2561,2323
"deutsch",2015,"Neuhausen",215.2,3237,4583,3293,4881,74326.7,9,8174,7820
"deutsch",2015,"Moosach",182.9,1319,2005,1476,1990,37123.3,10,3466,3324
"deutsch",2015,"Milbertshofen",210.2,2109,2287,2150,2956,45199.9,11,5106,4396
"deutsch",2015,"Schwabing",244.3,3032,3616,2674,3506,52516.5,12,6180,6648
"deutsch",2015,"Bogenhausen",178.9,2546,3166,2790,3235,65623.5,13,6025,5712
"deutsch",2015,"Berg am Laim",193.5,1143,1773,1375,1683,30873.8,14,3058,2916
"deutsch",2015,"Trudering",164,1647,2969,2032,2325,54699.3,15,4357,4616
"deutsch",2015,"Ramersdorf",164.2,2488,3614,2926,3352,75401.9,16,6278,6102
"deutsch",2015,"Obergiesing",228.5,1853,2600,1877,2204,37353.5,17,4081,4453
"deutsch",2015,"Untergiesing",213.8,1651,2525,1949,2526,40459.1,18,4475,4176
"deutsch",2015,"Thalkirchen",188.6,2687,4048,3034,3424,69959.3,19,6458,6735
"deutsch",2015,"Hadern",159.6,1110,1680,1422,1708,37089.6,20,3130,2790
"deutsch",2015,"Pasing",181.2,2060,3049,2360,2887,57151.5,21,5247,5109
"deutsch",2015,"Aubing",163.6,1050,1652,1373,1298,32839.9,22,2671,2702
"deutsch",2015,"Allach",161,763,1211,1035,1046,25180.1,23,2081,1974
"deutsch",2015,"Feldmoching",148.6,1104,1951,1330,1839,41891.5,24,3169,3055
"deutsch",2015,"Laim",208.8,1792,2343,1830,2514,40611.3,25,4344,4135
"deutsch",2014,"Stadt München",203.7,47443,63667,48187,63667,1094788.2,26,111854,111110
"deutsch",2014,"Altstadt",262.3,933,1095,798,1224,15438.8,1,2022,2028
"deutsch",2014,"Ludwigsvorstadt",294.1,2422,2855,2075,3334,36332.3,2,5409,5277
"deutsch",2014,"Maxvorstadt",297.5,2845,2923,2250,3529,38808,3,5779,5768
"deutsch",2014,"Schwabing-West",240.7,2763,3549,2414,3790,52001.2,4,6204,6312
"deutsch",2014,"Haidhausen",231.8,2259,3083,2061,3329,46301.3,5,5390,5342
"deutsch",2014,"Sendling",225.2,1353,1882,1437,2001,29627.4,6,3438,3235
"deutsch",2014,"Sendling-Westpark",204.5,1718,2472,1807,2393,41032.9,7,4200,4190
"deutsch",2014,"Schwanthalerhöhe",243.5,1031,1358,917,1507,19762.4,8,2424,2389
"deutsch",2014,"Neuhausen",215.7,3309,4588,3322,4752,74049.8,9,8074,7897
"deutsch",2014,"Moosach",178,1400,1924,1419,1836,36963.2,10,3255,3324
"deutsch",2014,"Milbertshofen",219.2,2218,2571,2172,2995,45410.4,11,5167,4789
"deutsch",2014,"Schwabing",225.4,2723,3102,2501,3398,52017.6,12,5899,5825
"deutsch",2014,"Bogenhausen",181.7,2575,3509,2663,3138,65414.4,13,5801,6084
"deutsch",2014,"Berg am Laim",194.1,1156,1823,1314,1672,30724.9,14,2986,2979
"deutsch",2014,"Trudering",161.6,1726,2589,2237,2190,54091.5,15,4427,4315
"deutsch",2014,"Ramersdorf",162,2448,3530,2794,3429,75294.3,16,6223,5978
"deutsch",2014,"Obergiesing",237.4,1881,2587,1956,2264,36601.6,17,4220,4468
"deutsch",2014,"Untergiesing",221.2,1841,2621,1839,2673,40569.4,18,4512,4462
"deutsch",2014,"Thalkirchen",188.7,2736,3983,2962,3415,69385.4,19,6377,6719
"deutsch",2014,"Hadern",162.9,1309,1735,1352,1675,37262.1,20,3027,3044
"deutsch",2014,"Pasing",177.5,2101,2981,2307,2746,57090.1,21,5053,5082
"deutsch",2014,"Aubing",152.4,1010,1429,1310,1263,32890.7,22,2573,2439
"deutsch",2014,"Allach",168.6,748,1404,1020,1069,25153.9,23,2089,2152
"deutsch",2014,"Feldmoching",147.4,1233,1790,1367,1786,41905.1,24,3153,3023
"deutsch",2014,"Laim",199.9,1699,2284,1889,2256,40659.1,25,4145,3983
"deutsch",2013,"Stadt München",212.4,48758,65055,52448,65055,1088919.5,26,117503,113813
"deutsch",2013,"Altstadt",283.7,1085,1069,927,1274,15349.8,1,2201,2154
"deutsch",2013,"Ludwigsvorstadt",301.6,2490,2854,2175,3383,36149.4,2,5558,5344
"deutsch",2013,"Maxvorstadt",302.8,2791,2921,2474,3540,38727.2,3,6014,5712
"deutsch",2013,"Schwabing-West",241.7,2852,3362,2629,3618,51559.7,4,6247,6214
"deutsch",2013,"Haidhausen",248.3,2383,3201,2446,3396,46012.9,5,5842,5584
"deutsch",2013,"Sendling",234.9,1381,1931,1547,2075,29524.3,6,3622,3312
"deutsch",2013,"Sendling-Westpark",209.7,1750,2474,1938,2425,40943.7,7,4363,4224
"deutsch",2013,"Schwanthalerhöhe",248,948,1404,1011,1505,19628.7,8,2516,2352
"deutsch",2013,"Neuhausen",227.5,3412,4905,3484,4922,73506.7,9,8406,8317
"deutsch",2013,"Moosach",199.3,1449,2289,1470,2086,36598,10,3556,3738
"deutsch",2013,"Milbertshofen",219.9,2340,2393,2303,2930,45318.8,11,5233,4733
"deutsch",2013,"Schwabing",226.2,2727,2997,2579,3442,51914.9,12,6021,5724
"deutsch",2013,"Bogenhausen",191.9,2672,3481,2876,3406,64796.8,13,6282,6153
"deutsch",2013,"Berg am Laim",199.7,1216,1759,1398,1714,30473.8,14,3112,2975
"deutsch",2013,"Trudering",163.3,1678,2707,2278,2128,53817.4,15,4406,4385
"deutsch",2013,"Ramersdorf",167.3,2459,3504,3195,3436,75275.9,16,6631,5963
"deutsch",2013,"Obergiesing",247.7,1937,2401,2312,2328,36241.3,17,4640,4338
